state_id,failure_category,current_method,amount_minor,no_action_probability,NO_ACTION_action,NO_ACTION_recovery_probability,NO_ACTION_merchant_value_minor,GOVERNOR_T0_action,GOVERNOR_T0_recovery_probability,GOVERNOR_T0_merchant_value_minor,GOVERNOR_T5_action,GOVERNOR_T5_recovery_probability,GOVERNOR_T5_merchant_value_minor,GOVERNOR_T10_action,GOVERNOR_T10_recovery_probability,GOVERNOR_T10_merchant_value_minor,GOVERNOR_T20_action,GOVERNOR_T20_recovery_probability,GOVERNOR_T20_merchant_value_minor,ECONOMIC_ORACLE_action,ECONOMIC_ORACLE_recovery_probability,ECONOMIC_ORACLE_merchant_value_minor
95,AUTHENTICATION_FAILURE,UPI,76451,0.76,NO_ACTION,0.76,20335.966,SWITCH_NETBANKING,0.8,21356.28,NO_ACTION,0.76,20335.966,NO_ACTION,0.76,20335.966,NO_ACTION,0.76,20335.966,SWITCH_NETBANKING,0.8,21356.28
96,ISSUER_DECLINED,NETBANKING,344326,0.62,NO_ACTION,0.62,74718.742,NO_ACTION,0.62,74718.742,NO_ACTION,0.62,74718.742,NO_ACTION,0.62,74718.742,NO_ACTION,0.62,74718.742,SWITCH_UPI,0.68,81899.588
97,ISSUER_DECLINED,UPI,341198,0.52,NO_ACTION,0.52,62098.03599999999,SWITCH_NETBANKING,0.54,64436.422,SWITCH_NETBANKING,0.54,64436.422,SWITCH_NETBANKING,0.54,64436.422,SWITCH_NETBANKING,0.54,64436.422,SWITCH_CREDIT_CARD,0.54,64436.422
98,AUTHENTICATION_FAILURE,UPI,203071,0.54,NO_ACTION,0.54,38380.418999999994,NUDGE,0.62,43866.40699999999,NUDGE,0.62,43866.40699999999,NO_ACTION,0.54,38380.418999999994,NO_ACTION,0.54,38380.418999999994,SWITCH_NETBANKING,0.62,44016.40699999999
99,INSTRUMENT_UNAVAILABLE,DEBIT_CARD,158861,0.46,NO_ACTION,0.46,25576.621,SWITCH_NETBANKING,0.56,31086.756,NO_ACTION,0.46,25576.621,NO_ACTION,0.46,25576.621,NO_ACTION,0.46,25576.621,SWITCH_UPI,0.58,32198.782999999996
100,USER_CANCELLED,UPI,226863,0.6,NO_ACTION,0.6,47641.22999999999,NUDGE,0.64,50617.31199999999,NUDGE,0.64,50617.31199999999,NUDGE,0.64,50617.31199999999,NUDGE,0.64,50617.31199999999,NUDGE,0.64,50617.31199999999
101,USER_CANCELLED,UPI,149061,0.64,NO_ACTION,0.64,33389.664,SWITCH_CREDIT_CARD,0.62,32296.236999999997,NO_ACTION,0.64,33389.664,NO_ACTION,0.64,33389.664,NO_ACTION,0.64,33389.664,SWITCH_DEBIT_CARD,0.66,34383.091
102,AUTHENTICATION_FAILURE,DEBIT_CARD,178245,0.52,NO_ACTION,0.52,32440.589999999997,SWITCH_CREDIT_CARD,0.6,37381.45,NO_ACTION,0.52,32440.589999999997,NO_ACTION,0.52,32440.589999999997,NO_ACTION,0.52,32440.589999999997,SWITCH_CREDIT_CARD,0.6,37381.45
103,ISSUER_DECLINED,UPI,88465,0.52,NO_ACTION,0.52,16100.63,NO_ACTION,0.52,16100.63,NO_ACTION,0.52,16100.63,NO_ACTION,0.52,16100.63,NO_ACTION,0.52,16100.63,SWITCH_DEBIT_CARD,0.62,19146.905
104,USER_CANCELLED,UPI,185536,0.66,NO_ACTION,0.66,42858.816,SWITCH_NETBANKING,0.66,42808.816,NO_ACTION,0.66,42858.816,NO_ACTION,0.66,42858.816,NO_ACTION,0.66,42858.816,NO_ACTION,0.66,42858.816
105,USER_CANCELLED,UPI,136295,0.5,NO_ACTION,0.5,23851.625,NUDGE,0.7,33192.275,NUDGE,0.7,33192.275,NUDGE,0.7,33192.275,NUDGE,0.7,33192.275,NUDGE,0.7,33192.275
106,USER_CANCELLED,UPI,94549,0.6,NO_ACTION,0.6,19855.29,NUDGE,0.66,21640.819000000003,NUDGE,0.66,21640.819000000003,NO_ACTION,0.6,19855.29,NO_ACTION,0.6,19855.29,NUDGE,0.66,21640.819000000003
107,AUTHENTICATION_FAILURE,UPI,113533,0.74,NO_ACTION,0.74,29405.046999999995,NO_ACTION,0.74,29405.046999999995,NO_ACTION,0.74,29405.046999999995,NO_ACTION,0.74,29405.046999999995,NO_ACTION,0.74,29405.046999999995,SWITCH_DEBIT_CARD,0.78,30944.509
108,ISSUER_DECLINED,CREDIT_CARD,194444,0.56,NO_ACTION,0.56,38111.024,SWITCH_NETBANKING,0.64,43505.456,SWITCH_NETBANKING,0.64,43505.456,NO_ACTION,0.56,38111.024,NO_ACTION,0.56,38111.024,SWITCH_UPI,0.66,44866.564
109,AUTHENTICATION_FAILURE,UPI,266604,0.6,NO_ACTION,0.6,55986.84,SWITCH_DEBIT_CARD,0.72,67134.208,SWITCH_DEBIT_CARD,0.72,67134.208,NO_ACTION,0.6,55986.84,NO_ACTION,0.6,55986.84,SWITCH_DEBIT_CARD,0.72,67134.208
110,ISSUER_DECLINED,UPI,687337,0.52,NO_ACTION,0.52,125095.33399999999,NO_ACTION,0.52,125095.33399999999,NO_ACTION,0.52,125095.33399999999,NO_ACTION,0.52,125095.33399999999,NO_ACTION,0.52,125095.33399999999,NO_ACTION,0.52,125095.33399999999
111,AUTHENTICATION_FAILURE,UPI,372678,0.92,NO_ACTION,0.92,120002.31599999999,SWITCH_NETBANKING,0.9,117343.56999999999,NO_ACTION,0.92,120002.31599999999,NO_ACTION,0.92,120002.31599999999,NO_ACTION,0.92,120002.31599999999,NO_ACTION,0.92,120002.31599999999
112,USER_CANCELLED,UPI,366814,0.8,NO_ACTION,0.8,102707.92,NUDGE,0.82,105075.61799999999,NUDGE,0.82,105075.61799999999,NUDGE,0.82,105075.61799999999,NUDGE,0.82,105075.61799999999,NUDGE,0.82,105075.61799999999
113,AUTHENTICATION_FAILURE,UPI,922255,0.72,NO_ACTION,0.72,232408.25999999998,SWITCH_DEBIT_CARD,0.76,245269.83000000002,SWITCH_DEBIT_CARD,0.76,245269.83000000002,NO_ACTION,0.72,232408.25999999998,NO_ACTION,0.72,232408.25999999998,SWITCH_DEBIT_CARD,0.76,245269.83000000002
114,USER_CANCELLED,UPI,528112,0.76,NO_ACTION,0.76,140477.792,SWITCH_NETBANKING,0.76,140427.792,SWITCH_NETBANKING,0.76,140427.792,NO_ACTION,0.76,140477.792,NO_ACTION,0.76,140477.792,NO_ACTION,0.76,140477.792
115,AUTHENTICATION_FAILURE,UPI,389918,0.88,NO_ACTION,0.88,120094.74399999999,NO_ACTION,0.88,120094.74399999999,NO_ACTION,0.88,120094.74399999999,NO_ACTION,0.88,120094.74399999999,NO_ACTION,0.88,120094.74399999999,NO_ACTION,0.88,120094.74399999999
116,INSUFFICIENT_FUNDS,UPI,137029,0.34,NO_ACTION,0.34,16306.451,SWITCH_DEBIT_CARD,0.4,19134.059999999998,SWITCH_DEBIT_CARD,0.4,19134.059999999998,SWITCH_DEBIT_CARD,0.4,19134.059999999998,NO_ACTION,0.34,16306.451,SWITCH_DEBIT_CARD,0.4,19134.059999999998
117,INSUFFICIENT_FUNDS,NETBANKING,164227,0.74,NO_ACTION,0.74,42534.793,NUDGE,0.8,45783.56,NUDGE,0.8,45783.56,NO_ACTION,0.74,42534.793,NO_ACTION,0.74,42534.793,SWITCH_UPI,0.82,47083.149
118,AUTHENTICATION_FAILURE,UPI,194926,0.82,NO_ACTION,0.82,55943.76199999999,SWITCH_NETBANKING,0.84,57258.24399999999,NO_ACTION,0.82,55943.76199999999,NO_ACTION,0.82,55943.76199999999,NO_ACTION,0.82,55943.76199999999,SWITCH_NETBANKING,0.84,57258.24399999999
119,AUTHENTICATION_FAILURE,DEBIT_CARD,126747,0.68,NO_ACTION,0.68,30165.786,SWITCH_CREDIT_CARD,0.74,32777.473,NO_ACTION,0.68,30165.786,NO_ACTION,0.68,30165.786,NO_ACTION,0.68,30165.786,SWITCH_UPI,0.74,32777.473
120,USER_CANCELLED,UPI,653509,0.56,NO_ACTION,0.56,128087.76400000001,NO_ACTION,0.56,128087.76400000001,NO_ACTION,0.56,128087.76400000001,NO_ACTION,0.56,128087.76400000001,NO_ACTION,0.56,128087.76400000001,SWITCH_NETBANKING,0.58,132612.327
121,AUTHENTICATION_FAILURE,UPI,161893,0.88,NO_ACTION,0.88,49863.043999999994,NUDGE,0.84,47396.541999999994,NUDGE,0.84,47396.541999999994,NUDGE,0.84,47396.541999999994,NUDGE,0.84,47396.541999999994,NO_ACTION,0.88,49863.043999999994
122,USER_CANCELLED,DEBIT_CARD,118580,0.72,NO_ACTION,0.72,29882.16,SWITCH_NETBANKING,0.7,29002.1,NO_ACTION,0.72,29882.16,NO_ACTION,0.72,29882.16,NO_ACTION,0.72,29882.16,NO_ACTION,0.72,29882.16
123,AUTHENTICATION_FAILURE,UPI,214378,0.76,NO_ACTION,0.76,57024.547999999995,NUDGE,0.8,59825.84,NO_ACTION,0.76,57024.547999999995,NO_ACTION,0.76,57024.547999999995,NO_ACTION,0.76,57024.547999999995,NUDGE,0.8,59825.84
124,USER_CANCELLED,UPI,80958,0.76,NO_ACTION,0.76,21534.828,NO_ACTION,0.76,21534.828,NO_ACTION,0.76,21534.828,NO_ACTION,0.76,21534.828,NO_ACTION,0.76,21534.828,NO_ACTION,0.76,21534.828
125,INSTRUMENT_UNAVAILABLE,CREDIT_CARD,109125,0.26,NO_ACTION,0.26,9930.375,SWITCH_DEBIT_CARD,0.42,15991.375,NO_ACTION,0.26,9930.375,NO_ACTION,0.26,9930.375,NO_ACTION,0.26,9930.375,SWITCH_UPI,0.42,15991.375
126,AUTHENTICATION_FAILURE,UPI,40803,0.76,NO_ACTION,0.76,10853.598,NO_ACTION,0.76,10853.598,NO_ACTION,0.76,10853.598,NO_ACTION,0.76,10853.598,NO_ACTION,0.76,10853.598,NO_ACTION,0.76,10853.598
127,ISSUER_DECLINED,UPI,100952,0.66,NO_ACTION,0.66,23319.912,SWITCH_NETBANKING,0.7,24683.239999999998,SWITCH_NETBANKING,0.7,24683.239999999998,NO_ACTION,0.66,23319.912,NO_ACTION,0.66,23319.912,SWITCH_NETBANKING,0.7,24683.239999999998
128,INSUFFICIENT_FUNDS,UPI,120654,0.56,NO_ACTION,0.56,23648.183999999997,SWITCH_NETBANKING,0.66,27821.073999999997,SWITCH_NETBANKING,0.66,27821.073999999997,SWITCH_NETBANKING,0.66,27821.073999999997,SWITCH_NETBANKING,0.66,27821.073999999997,SWITCH_DEBIT_CARD,0.72,30354.807999999994
129,ISSUER_DECLINED,UPI,208852,0.54,NO_ACTION,0.54,39473.028,SWITCH_NETBANKING,0.64,46732.848,SWITCH_NETBANKING,0.64,46732.848,SWITCH_NETBANKING,0.64,46732.848,NO_ACTION,0.54,39473.028,SWITCH_NETBANKING,0.64,46732.848
130,RISK_DECLINED,CREDIT_CARD,148316,0.14,NO_ACTION,0.14,7267.484,NO_ACTION,0.14,7267.484,NO_ACTION,0.14,7267.484,NO_ACTION,0.14,7267.484,NO_ACTION,0.14,7267.484,SWITCH_UPI,0.32,16561.392
131,USER_CANCELLED,UPI,362223,0.64,NO_ACTION,0.64,81137.95199999999,NO_ACTION,0.64,81137.95199999999,NO_ACTION,0.64,81137.95199999999,NO_ACTION,0.64,81137.95199999999,NO_ACTION,0.64,81137.95199999999,NO_ACTION,0.64,81137.95199999999
132,TECHNICAL_FAILURE,UPI,90878,0.82,NO_ACTION,0.82,26081.985999999997,NO_ACTION,0.82,26081.985999999997,NO_ACTION,0.82,26081.985999999997,NO_ACTION,0.82,26081.985999999997,NO_ACTION,0.82,26081.985999999997,NO_ACTION,0.82,26081.985999999997
133,AUTHENTICATION_FAILURE,UPI,376727,0.72,NO_ACTION,0.72,94935.20399999998,SWITCH_NETBANKING,0.84,110707.73799999998,SWITCH_NETBANKING,0.84,110707.73799999998,SWITCH_NETBANKING,0.84,110707.73799999998,NO_ACTION,0.72,94935.20399999998,SWITCH_NETBANKING,0.84,110707.73799999998
134,INSUFFICIENT_FUNDS,UPI,100993,0.46,NO_ACTION,0.46,16259.873,SWITCH_NETBANKING,0.5,17623.774999999998,SWITCH_NETBANKING,0.5,17623.774999999998,SWITCH_NETBANKING,0.5,17623.774999999998,SWITCH_NETBANKING,0.5,17623.774999999998,SWITCH_NETBANKING,0.5,17623.774999999998
135,ISSUER_DECLINED,UPI,208401,0.34,NO_ACTION,0.34,24799.718999999997,SWITCH_NETBANKING,0.38,27667.333,SWITCH_NETBANKING,0.38,27667.333,SWITCH_NETBANKING,0.38,27667.333,NO_ACTION,0.34,24799.718999999997,SWITCH_CREDIT_CARD,0.38,27667.333
136,USER_CANCELLED,DEBIT_CARD,204245,0.52,NO_ACTION,0.52,37172.590000000004,SWITCH_UPI,0.52,37122.590000000004,NO_ACTION,0.52,37172.590000000004,NO_ACTION,0.52,37172.590000000004,NO_ACTION,0.52,37172.590000000004,NO_ACTION,0.52,37172.590000000004
137,USER_CANCELLED,UPI,224377,0.68,NO_ACTION,0.68,53401.726,SWITCH_NETBANKING,0.68,53351.726,SWITCH_NETBANKING,0.68,53351.726,SWITCH_NETBANKING,0.68,53351.726,NO_ACTION,0.68,53401.726,NO_ACTION,0.68,53401.726
138,USER_CANCELLED,UPI,184698,0.52,NO_ACTION,0.52,33615.036,SWITCH_NETBANKING,0.48,30979.263999999996,NO_ACTION,0.52,33615.036,NO_ACTION,0.52,33615.036,NO_ACTION,0.52,33615.036,NO_ACTION,0.52,33615.036
139,AUTHENTICATION_FAILURE,UPI,222381,0.84,NO_ACTION,0.84,65380.01399999999,NUDGE,0.9,69850.015,NUDGE,0.9,69850.015,NUDGE,0.9,69850.015,NUDGE,0.9,69850.015,NUDGE,0.9,69850.015
140,USER_CANCELLED,UPI,109478,0.54,NO_ACTION,0.54,20691.342,NO_ACTION,0.54,20691.342,NO_ACTION,0.54,20691.342,NO_ACTION,0.54,20691.342,NO_ACTION,0.54,20691.342,NUDGE,0.66,25089.417999999998
141,INSUFFICIENT_FUNDS,UPI,195909,0.18,NO_ACTION,0.18,12342.266999999998,SWITCH_DEBIT_CARD,0.26,17777.718999999997,SWITCH_DEBIT_CARD,0.26,17777.718999999997,SWITCH_DEBIT_CARD,0.26,17777.718999999997,SWITCH_DEBIT_CARD,0.26,17777.718999999997,SWITCH_DEBIT_CARD,0.26,17777.718999999997
142,ISSUER_DECLINED,UPI,65271,0.7,NO_ACTION,0.7,15991.394999999999,NO_ACTION,0.7,15991.394999999999,NO_ACTION,0.7,15991.394999999999,NO_ACTION,0.7,15991.394999999999,NO_ACTION,0.7,15991.394999999999,NO_ACTION,0.7,15991.394999999999
143,ISSUER_DECLINED,UPI,175018,0.48,NO_ACTION,0.48,29403.023999999998,NUDGE,0.5,30428.149999999998,NO_ACTION,0.48,29403.023999999998,NO_ACTION,0.48,29403.023999999998,NO_ACTION,0.48,29403.023999999998,NUDGE,0.5,30428.149999999998
144,USER_CANCELLED,NETBANKING,316163,0.58,NO_ACTION,0.58,64181.088999999985,NO_ACTION,0.58,64181.088999999985,NO_ACTION,0.58,64181.088999999985,NO_ACTION,0.58,64181.088999999985,NO_ACTION,0.58,64181.088999999985,SWITCH_UPI,0.62,68557.371
145,USER_CANCELLED,UPI,440320,0.54,NO_ACTION,0.54,83220.48000000001,NUDGE,0.68,104596.16,NUDGE,0.68,104596.16,NUDGE,0.68,104596.16,NO_ACTION,0.54,83220.48000000001,NUDGE,0.68,104596.16
146,ISSUER_DECLINED,UPI,603939,0.5,NO_ACTION,0.5,105689.325,SWITCH_NETBANKING,0.58,122549.61699999998,NO_ACTION,0.5,105689.325,NO_ACTION,0.5,105689.325,NO_ACTION,0.5,105689.325,SWITCH_NETBANKING,0.58,122549.61699999998
147,USER_CANCELLED,UPI,116905,0.66,NO_ACTION,0.66,27005.055,SWITCH_NETBANKING,0.68,27773.390000000003,SWITCH_NETBANKING,0.68,27773.390000000003,NO_ACTION,0.66,27005.055,NO_ACTION,0.66,27005.055,SWITCH_DEBIT_CARD,0.68,27773.390000000003
148,INSUFFICIENT_FUNDS,UPI,84810,0.4,NO_ACTION,0.4,11873.4,SWITCH_NETBANKING,0.44,13010.739999999998,SWITCH_NETBANKING,0.44,13010.739999999998,SWITCH_NETBANKING,0.44,13010.739999999998,SWITCH_NETBANKING,0.44,13010.739999999998,SWITCH_DEBIT_CARD,0.44,13010.739999999998
149,AUTHENTICATION_FAILURE,UPI,55863,0.78,NO_ACTION,0.78,15250.599,NUDGE,0.76,14659.557999999999,NUDGE,0.76,14659.557999999999,NUDGE,0.76,14659.557999999999,NO_ACTION,0.78,15250.599,NO_ACTION,0.78,15250.599
150,ISSUER_DECLINED,CREDIT_CARD,123560,0.58,NO_ACTION,0.58,25082.679999999997,SWITCH_DEBIT_CARD,0.54,23302.84,NO_ACTION,0.58,25082.679999999997,NO_ACTION,0.58,25082.679999999997,NO_ACTION,0.58,25082.679999999997,NO_ACTION,0.58,25082.679999999997
151,USER_CANCELLED,UPI,106686,0.58,NO_ACTION,0.58,21657.257999999998,SWITCH_NETBANKING,0.58,21607.257999999998,NO_ACTION,0.58,21657.257999999998,NO_ACTION,0.58,21657.257999999998,NO_ACTION,0.58,21657.257999999998,NO_ACTION,0.58,21657.257999999998
152,INSUFFICIENT_FUNDS,CREDIT_CARD,157676,0.52,NO_ACTION,0.52,28697.032,SWITCH_NETBANKING,0.74,40788.083999999995,SWITCH_NETBANKING,0.74,40788.083999999995,SWITCH_NETBANKING,0.74,40788.083999999995,SWITCH_NETBANKING,0.74,40788.083999999995,SWITCH_UPI,0.78,42995.548
153,TECHNICAL_FAILURE,CREDIT_CARD,161915,0.78,NO_ACTION,0.78,44202.795,NUDGE,0.84,47403.009999999995,NUDGE,0.84,47403.009999999995,NO_ACTION,0.78,44202.795,NO_ACTION,0.78,44202.795,NUDGE,0.84,47403.009999999995
154,USER_CANCELLED,UPI,131641,0.7,NO_ACTION,0.7,32252.045,SWITCH_NETBANKING,0.72,33123.532,NO_ACTION,0.7,32252.045,NO_ACTION,0.7,32252.045,NO_ACTION,0.7,32252.045,SWITCH_NETBANKING,0.72,33123.532
155,USER_CANCELLED,UPI,69459,0.68,NO_ACTION,0.68,16531.242,NUDGE,0.88,21193.372,NUDGE,0.88,21193.372,NO_ACTION,0.68,16531.242,NO_ACTION,0.68,16531.242,NUDGE,0.88,21193.372
156,USER_CANCELLED,UPI,48878,0.64,NO_ACTION,0.64,10948.672,SWITCH_NETBANKING,0.62,10556.526,NO_ACTION,0.64,10948.672,NO_ACTION,0.64,10948.672,NO_ACTION,0.64,10948.672,NO_ACTION,0.64,10948.672
157,USER_CANCELLED,UPI,200414,0.84,NO_ACTION,0.84,58921.71599999999,SWITCH_CREDIT_CARD,0.84,58871.71599999999,SWITCH_CREDIT_CARD,0.84,58871.71599999999,SWITCH_CREDIT_CARD,0.84,58871.71599999999,NO_ACTION,0.84,58921.71599999999,NO_ACTION,0.84,58921.71599999999
158,USER_CANCELLED,UPI,150791,0.44,NO_ACTION,0.44,23221.814,SWITCH_NETBANKING,0.42,22116.277,SWITCH_NETBANKING,0.42,22116.277,NO_ACTION,0.44,23221.814,NO_ACTION,0.44,23221.814,NO_ACTION,0.44,23221.814
159,ISSUER_DECLINED,CREDIT_CARD,686153,0.5,NO_ACTION,0.5,120076.775,NO_ACTION,0.5,120076.775,NO_ACTION,0.5,120076.775,NO_ACTION,0.5,120076.775,NO_ACTION,0.5,120076.775,SWITCH_UPI,0.58,139239.05899999998
160,ISSUER_DECLINED,UPI,260972,0.44,NO_ACTION,0.44,40189.688,NUDGE,0.56,50950.512,NUDGE,0.56,50950.512,NUDGE,0.56,50950.512,NUDGE,0.56,50950.512,SWITCH_DEBIT_CARD,0.56,51100.512
161,USER_CANCELLED,UPI,258376,0.6,NO_ACTION,0.6,54258.95999999999,NO_ACTION,0.6,54258.95999999999,NO_ACTION,0.6,54258.95999999999,NO_ACTION,0.6,54258.95999999999,NO_ACTION,0.6,54258.95999999999,NO_ACTION,0.6,54258.95999999999
162,AUTHENTICATION_FAILURE,UPI,288190,0.74,NO_ACTION,0.74,74641.20999999999,NO_ACTION,0.74,74641.20999999999,NO_ACTION,0.74,74641.20999999999,NO_ACTION,0.74,74641.20999999999,NO_ACTION,0.74,74641.20999999999,NO_ACTION,0.74,74641.20999999999
163,AUTHENTICATION_FAILURE,NETBANKING,159777,0.82,NO_ACTION,0.82,45855.998999999996,NO_ACTION,0.82,45855.998999999996,NO_ACTION,0.82,45855.998999999996,NO_ACTION,0.82,45855.998999999996,NO_ACTION,0.82,45855.998999999996,SWITCH_UPI,0.86,48042.87699999999
164,ISSUER_DECLINED,DEBIT_CARD,115348,0.64,NO_ACTION,0.64,25837.951999999997,SWITCH_NETBANKING,0.6,24173.079999999998,SWITCH_NETBANKING,0.6,24173.079999999998,NO_ACTION,0.64,25837.951999999997,NO_ACTION,0.64,25837.951999999997,SWITCH_UPI,0.66,26595.388
165,ISSUER_DECLINED,UPI,357123,0.72,NO_ACTION,0.72,89994.99599999998,SWITCH_NETBANKING,0.74,92444.85699999999,SWITCH_NETBANKING,0.74,92444.85699999999,SWITCH_NETBANKING,0.74,92444.85699999999,SWITCH_NETBANKING,0.74,92444.85699999999,SWITCH_DEBIT_CARD,0.74,92444.85699999999
166,TECHNICAL_FAILURE,DEBIT_CARD,75332,0.48,NO_ACTION,0.48,12655.775999999998,NUDGE,0.7,18256.339999999997,NO_ACTION,0.48,12655.775999999998,NO_ACTION,0.48,12655.775999999998,NO_ACTION,0.48,12655.775999999998,NUDGE,0.7,18256.339999999997
167,USER_CANCELLED,DEBIT_CARD,113444,0.6,NO_ACTION,0.6,23823.239999999994,SWITCH_CREDIT_CARD,0.64,25361.456,SWITCH_CREDIT_CARD,0.64,25361.456,NO_ACTION,0.6,23823.239999999994,NO_ACTION,0.6,23823.239999999994,SWITCH_UPI,0.64,25361.456
168,USER_CANCELLED,UPI,95811,0.56,NO_ACTION,0.56,18778.956000000002,NUDGE,0.5,16566.925,NUDGE,0.5,16566.925,NUDGE,0.5,16566.925,NUDGE,0.5,16566.925,NO_ACTION,0.56,18778.956000000002
169,USER_CANCELLED,CREDIT_CARD,298084,0.56,NO_ACTION,0.56,58424.464,NUDGE,0.66,68657.404,NUDGE,0.66,68657.404,NUDGE,0.66,68657.404,NUDGE,0.66,68657.404,NUDGE,0.66,68657.404
170,INSUFFICIENT_FUNDS,UPI,390357,0.44,NO_ACTION,0.44,60114.977999999996,SWITCH_DEBIT_CARD,0.58,79192.47099999999,SWITCH_DEBIT_CARD,0.58,79192.47099999999,SWITCH_DEBIT_CARD,0.58,79192.47099999999,SWITCH_DEBIT_CARD,0.58,79192.47099999999,SWITCH_NETBANKING,0.6,81924.96999999999
171,TECHNICAL_FAILURE,UPI,88946,0.86,NO_ACTION,0.86,26772.746,SWITCH_CREDIT_CARD,0.84,26100.123999999996,NO_ACTION,0.86,26772.746,NO_ACTION,0.86,26772.746,NO_ACTION,0.86,26772.746,NO_ACTION,0.86,26772.746
172,TECHNICAL_FAILURE,UPI,143041,0.7,NO_ACTION,0.7,35045.045,NO_ACTION,0.7,35045.045,NO_ACTION,0.7,35045.045,NO_ACTION,0.7,35045.045,NO_ACTION,0.7,35045.045,NO_ACTION,0.7,35045.045
173,AUTHENTICATION_FAILURE,DEBIT_CARD,401750,0.82,NO_ACTION,0.82,115302.25,SWITCH_CREDIT_CARD,0.8,112440.0,SWITCH_CREDIT_CARD,0.8,112440.0,SWITCH_CREDIT_CARD,0.8,112440.0,NO_ACTION,0.82,115302.25,NO_ACTION,0.82,115302.25
174,USER_CANCELLED,UPI,336136,0.52,NO_ACTION,0.52,61176.752,NO_ACTION,0.52,61176.752,NO_ACTION,0.52,61176.752,NO_ACTION,0.52,61176.752,NO_ACTION,0.52,61176.752,NO_ACTION,0.52,61176.752
175,ISSUER_DECLINED,DEBIT_CARD,86446,0.46,NO_ACTION,0.46,13917.806,SWITCH_UPI,0.58,17498.537999999997,NO_ACTION,0.46,13917.806,NO_ACTION,0.46,13917.806,NO_ACTION,0.46,13917.806,SWITCH_UPI,0.58,17498.537999999997
176,USER_CANCELLED,UPI,181749,0.72,NO_ACTION,0.72,45800.74799999999,NUDGE,0.76,48145.234,NUDGE,0.76,48145.234,NUDGE,0.76,48145.234,NUDGE,0.76,48145.234,NUDGE,0.76,48145.234
177,TECHNICAL_FAILURE,NETBANKING,55932,0.64,NO_ACTION,0.64,12528.767999999998,NUDGE,0.66,12720.292,NUDGE,0.66,12720.292,NO_ACTION,0.64,12528.767999999998,NO_ACTION,0.64,12528.767999999998,NUDGE,0.66,12720.292
178,ISSUER_DECLINED,UPI,393668,0.7,NO_ACTION,0.7,96448.65999999999,SWITCH_NETBANKING,0.68,93642.984,SWITCH_NETBANKING,0.68,93642.984,SWITCH_NETBANKING,0.68,93642.984,NO_ACTION,0.7,96448.65999999999,NUDGE,0.76,104515.688
179,USER_CANCELLED,UPI,765474,0.6,NO_ACTION,0.6,160749.53999999998,SWITCH_NETBANKING,0.6,160699.53999999998,SWITCH_NETBANKING,0.6,160699.53999999998,SWITCH_NETBANKING,0.6,160699.53999999998,NO_ACTION,0.6,160749.53999999998,NUDGE,0.78,208774.40199999997
180,AUTHENTICATION_FAILURE,UPI,520221,0.8,NO_ACTION,0.8,145661.87999999998,NUDGE,0.84,152744.974,NUDGE,0.84,152744.974,NUDGE,0.84,152744.974,NUDGE,0.84,152744.974,SWITCH_DEBIT_CARD,0.84,152894.974
181,USER_CANCELLED,UPI,79390,0.72,NO_ACTION,0.72,20006.28,NO_ACTION,0.72,20006.28,NO_ACTION,0.72,20006.28,NO_ACTION,0.72,20006.28,NO_ACTION,0.72,20006.28,NO_ACTION,0.72,20006.28
182,INSUFFICIENT_FUNDS,UPI,59002,0.26,NO_ACTION,0.26,5369.182,SWITCH_NETBANKING,0.4,8210.279999999999,SWITCH_NETBANKING,0.4,8210.279999999999,SWITCH_NETBANKING,0.4,8210.279999999999,NO_ACTION,0.26,5369.182,SWITCH_NETBANKING,0.4,8210.279999999999
183,INSUFFICIENT_FUNDS,DEBIT_CARD,111031,0.54,NO_ACTION,0.54,20984.859,SWITCH_CREDIT_CARD,0.6,23266.51,SWITCH_CREDIT_CARD,0.6,23266.51,SWITCH_CREDIT_CARD,0.6,23266.51,SWITCH_CREDIT_CARD,0.6,23266.51,SWITCH_UPI,0.66,25598.161
184,INSUFFICIENT_FUNDS,UPI,63168,0.42,NO_ACTION,0.42,9285.696,NUDGE,0.48,10412.224,NUDGE,0.48,10412.224,NUDGE,0.48,10412.224,NO_ACTION,0.42,9285.696,SWITCH_CREDIT_CARD,0.5,11004.4
185,ISSUER_DECLINED,UPI,221159,0.56,NO_ACTION,0.56,43347.164000000004,SWITCH_CREDIT_CARD,0.6,46393.38999999999,SWITCH_CREDIT_CARD,0.6,46393.38999999999,SWITCH_CREDIT_CARD,0.6,46393.38999999999,NO_ACTION,0.56,43347.164000000004,SWITCH_CREDIT_CARD,0.6,46393.38999999999
186,AUTHENTICATION_FAILURE,UPI,227685,0.74,NO_ACTION,0.74,58970.415,SWITCH_CREDIT_CARD,0.76,60514.21,SWITCH_CREDIT_CARD,0.76,60514.21,NO_ACTION,0.74,58970.415,NO_ACTION,0.74,58970.415,SWITCH_CREDIT_CARD,0.76,60514.21
187,AUTHENTICATION_FAILURE,UPI,215847,0.76,NO_ACTION,0.76,57415.301999999996,NO_ACTION,0.76,57415.301999999996,NO_ACTION,0.76,57415.301999999996,NO_ACTION,0.76,57415.301999999996,NO_ACTION,0.76,57415.301999999996,SWITCH_DEBIT_CARD,0.78,58876.231
