decision_id,customer_id,order_id,prediction_time,customer_tenure_days,prior_checkout_count,prior_success_count,prior_failure_count,prior_success_rate,prior_upi_count,prior_credit_card_count,prior_debit_card_count,prior_netbanking_count,available_upi,available_credit_card,available_debit_card,available_netbanking,current_amount_minor,amount_ratio,current_method,failure_category,attempt_count,observed_rail_health,contact_consent,customer_active,treatment,action_type,target_method,discount_percent,behavior_policy_probability,recovered,final_attempt_count,final_payment_status
D0002833,C011290,C011290_O0004,2026-07-03T19:09:15.741919+00:00,233,3,3,0,1.0,3,0,0,0,1,0,1,1,470921,1.4928357224825173,UPI,USER_CANCELLED,1,0.9503729712430099,1,0,NUDGE,NUDGE,,,0.27253506132297145,0,1,FAILED
D0002834,C011292,C011292_O0002,2025-10-27T06:58:34.304958+00:00,365,1,1,0,1.0,0,1,0,0,1,1,1,1,146254,0.5825552864699509,CREDIT_CARD,INSUFFICIENT_FUNDS,1,0.9751187966027004,1,0,NUDGE,NUDGE,,,0.1581758729976351,1,2,CAPTURED
D0002835,C011294,C011294_O0004,2026-06-06T13:29:35.229872+00:00,495,3,3,0,1.0,1,0,2,0,1,0,1,1,95107,0.9489822390740371,UPI,AUTHENTICATION_FAILURE,1,0.8399672353151425,1,1,NO_ACTION,NO_ACTION,,,0.6860347997095759,1,2,CAPTURED
D0002836,C011296,C011296_O0003,2025-12-12T07:29:00.624040+00:00,380,2,2,0,1.0,2,0,0,0,1,0,1,1,497432,1.3020109985891861,UPI,INSUFFICIENT_FUNDS,1,0.7840611862860688,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.23810047237321202,0,1,FAILED
D0002837,C011298,C011298_O0003,2025-04-04T15:05:58.169754+00:00,676,2,2,0,1.0,2,0,0,0,1,0,1,1,353674,0.8331189725759567,UPI,BANK_OR_PROVIDER_UNAVAILABLE,1,0.5602955931738871,1,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.3246610440760677,0,1,FAILED
D0002838,C011299,C011299_O0005,2025-04-07T16:08:42.870996+00:00,640,4,4,0,1.0,3,0,1,0,1,0,1,1,134927,1.0309844733785685,UPI,TECHNICAL_FAILURE,1,0.5576137479997759,1,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.3180798444558446,1,2,CAPTURED
D0002839,C011299,C011299_O0007,2025-07-16T00:57:18.026195+00:00,640,6,6,0,1.0,5,0,1,0,1,0,1,1,158480,1.2109542148053059,UPI,USER_CANCELLED,1,0.9675207661832366,1,1,NO_ACTION,NO_ACTION,,,0.4871774161775702,0,1,FAILED
D0002840,C011301,C011301_O0002,2026-06-12T11:17:26.022846+00:00,166,1,1,0,1.0,0,1,0,0,1,1,1,1,156789,1.313888981999799,CREDIT_CARD,USER_CANCELLED,1,0.9512017990141786,1,0,NUDGE,NUDGE,,,0.24327610600594876,1,3,CAPTURED
D0002841,C011302,C011302_O0008,2026-06-27T00:20:37.514119+00:00,436,7,7,0,1.0,7,0,0,0,1,0,1,1,96910,0.714591198678622,UPI,INSUFFICIENT_FUNDS,1,1.0,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.2520062417644966,1,2,CAPTURED
D0002842,C011306,C011306_O0011,2025-08-14T13:41:50.068893+00:00,1008,10,10,0,1.0,9,0,0,1,1,0,1,1,68864,0.838751324555741,UPI,AUTHENTICATION_FAILURE,1,1.0,1,1,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.07854155203196667,1,2,CAPTURED
D0002843,C011306,C011306_O0013,2026-01-16T04:15:39.474956+00:00,1008,12,12,0,1.0,10,0,1,1,1,0,1,1,78385,0.9547154184378159,UPI,ISSUER_DECLINED,1,0.9778033423568764,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.13355883143183067,1,3,CAPTURED
D0002844,C011307,C011307_O0005,2024-10-24T15:00:21.090249+00:00,1002,4,4,0,1.0,4,0,0,0,1,0,0,1,114824,0.8863432858863124,UPI,AUTHENTICATION_FAILURE,1,0.8212564982978843,1,0,NO_ACTION,NO_ACTION,,,0.48532767855308184,1,2,CAPTURED
D0002845,C011312,C011312_O0002,2025-01-01T02:51:47.903457+00:00,710,1,1,0,1.0,1,0,0,0,1,0,1,1,162616,0.7110512553673404,UPI,USER_CANCELLED,1,0.8681458971860698,1,0,NO_ACTION,NO_ACTION,,,0.2693888571122256,0,1,FAILED
D0002846,C011315,C011315_O0001,2025-12-29T06:58:02.604655+00:00,253,0,0,0,0.0,0,0,0,0,1,0,1,0,137356,0.6562762785719746,UPI,AUTHENTICATION_FAILURE,1,0.938346293988223,1,1,NO_ACTION,NO_ACTION,,,0.7507589966651321,0,1,FAILED
D0002847,C011317,C011317_O0001,2026-04-11T09:18:09.425999+00:00,150,0,0,0,0.0,0,0,0,0,1,0,0,1,66931,0.9276003048991753,UPI,USER_CANCELLED,1,0.9541578973451974,1,1,OFFER_10,APPROVED_OFFER,,10.0,0.11094875910433522,1,3,CAPTURED
D0002848,C011323,C011323_O0018,2025-08-08T04:11:34.944652+00:00,1090,17,17,0,1.0,16,0,1,0,1,0,1,1,256104,1.4662162935821836,UPI,USER_CANCELLED,1,0.9007066209563563,1,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.14029691267844194,1,2,CAPTURED
D0002849,C011330,C011330_O0001,2026-05-02T23:07:49.467758+00:00,299,0,0,0,0.0,0,0,0,0,1,0,1,1,55599,0.8515177504824333,UPI,AUTHENTICATION_FAILURE,1,0.9694675306020443,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.08661239161821407,0,1,FAILED
D0002850,C011331,C011331_O0005,2025-11-13T07:19:53.268986+00:00,668,4,4,0,1.0,4,0,0,0,1,0,1,1,140943,1.2602424936068242,UPI,AUTHENTICATION_FAILURE,1,0.9272728550156166,1,0,NO_ACTION,NO_ACTION,,,0.4174403295603964,1,2,CAPTURED
D0002851,C011331,C011331_O0008,2026-06-02T06:10:41.167991+00:00,668,7,7,0,1.0,7,0,0,0,1,0,1,1,192200,1.718557198805415,UPI,INSUFFICIENT_FUNDS,1,1.0,1,0,NUDGE,NUDGE,,,0.2181447038481192,1,2,CAPTURED
D0002852,C011335,C011335_O0005,2026-04-07T13:48:59.924767+00:00,485,4,4,0,1.0,3,0,1,0,1,1,1,1,153630,0.8549248747913188,UPI,USER_CANCELLED,1,1.0,1,1,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.14083929148784363,1,2,CAPTURED
D0002853,C011343,C011343_O0007,2026-08-31T05:31:10.177730+00:00,202,6,6,0,1.0,5,0,1,0,1,0,1,1,339754,1.0365653859883028,UPI,INSUFFICIENT_FUNDS,1,1.0,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.24937570120657682,1,3,CAPTURED
D0002854,C011348,C011348_O0001,2025-10-09T12:14:06.523184+00:00,349,0,0,0,0.0,0,0,0,0,1,0,1,1,84278,0.692506162695152,UPI,TECHNICAL_FAILURE,1,0.9999489156921777,1,1,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.2798594553639812,0,1,FAILED
D0002855,C011366,C011366_O0003,2025-03-26T03:46:24.993533+00:00,629,2,2,0,1.0,1,1,0,0,1,1,1,1,33556,0.576286322731332,UPI,TECHNICAL_FAILURE,1,0.8557585795979592,1,1,SWITCH_CREDIT_CARD,SWITCH_METHOD,CREDIT_CARD,,0.239662689727093,1,2,CAPTURED
D0002856,C011366,C011366_O0015,2025-12-21T18:54:35.935865+00:00,629,14,14,0,1.0,11,3,0,0,1,1,1,1,95286,1.636429209315106,NETBANKING,INSUFFICIENT_FUNDS,1,0.7853852873978984,1,1,SWITCH_CREDIT_CARD,SWITCH_METHOD,CREDIT_CARD,,0.20765796887572632,0,1,FAILED
D0002857,C011369,C011369_O0003,2026-05-30T02:08:20.276598+00:00,333,2,2,0,1.0,1,1,0,0,1,1,0,1,58373,0.818810492355169,UPI,USER_CANCELLED,1,0.8816373350645419,1,1,SWITCH_CREDIT_CARD,SWITCH_METHOD,CREDIT_CARD,,0.17065746885967883,0,1,FAILED
D0002858,C011374,C011374_O0003,2026-05-05T04:38:28.853907+00:00,184,2,2,0,1.0,1,1,0,0,1,1,0,1,253427,1.4783549657284527,CREDIT_CARD,RISK_DECLINED,1,0.9129604681138546,1,1,OFFER_5,APPROVED_OFFER,,5.0,0.14478973478124682,0,1,FAILED
D0002859,C011377,C011377_O0005,2025-10-27T03:26:02.865946+00:00,393,4,4,0,1.0,3,0,0,1,1,1,1,1,98395,0.9156856358475641,UPI,USER_CANCELLED,1,0.9794730208143231,1,0,NUDGE,NUDGE,,,0.2606282905606853,0,1,FAILED
D0002860,C011392,C011392_O0004,2026-07-10T04:30:52.399400+00:00,225,3,3,0,1.0,3,0,0,0,1,0,1,1,78969,0.5579507397515792,DEBIT_CARD,USER_CANCELLED,1,1.0,1,0,SWITCH_UPI,SWITCH_METHOD,UPI,,0.1610415182730062,1,2,CAPTURED
D0002861,C011398,C011398_O0017,2026-05-08T16:42:57.994956+00:00,735,16,16,0,1.0,8,7,1,0,1,1,1,1,227423,0.9128358065176467,DEBIT_CARD,USER_CANCELLED,1,0.9420659904910322,1,1,NO_ACTION,NO_ACTION,,,0.41187278162158186,1,2,CAPTURED
D0002862,C011403,C011403_O0001,2026-01-10T00:57:34.189823+00:00,281,0,0,0,0.0,0,0,0,0,1,1,1,1,81121,0.8675857200915489,UPI,ISSUER_DECLINED,1,0.8778463389521545,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.13135354253275247,0,2,FAILED
D0002863,C011403,C011403_O0003,2026-02-06T03:52:51.598760+00:00,281,2,1,1,0.5,2,0,0,0,1,1,1,1,75173,0.8039721075485017,UPI,ISSUER_DECLINED,1,1.0,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.12446268603374631,1,3,CAPTURED
D0002864,C011405,C011405_O0002,2025-11-28T14:58:55.184091+00:00,399,1,1,0,1.0,1,0,0,0,1,0,1,0,49044,0.8232588588790224,UPI,ISSUER_DECLINED,1,1.0,1,1,NO_ACTION,NO_ACTION,,,0.5790334925912509,0,1,FAILED
D0002865,C011422,C011422_O0003,2025-12-16T13:41:28.985435+00:00,511,2,2,0,1.0,2,0,0,0,1,0,1,1,62778,0.9757985544415948,UPI,USER_CANCELLED,1,1.0,1,1,NO_ACTION,NO_ACTION,,,0.4902688166032859,1,2,CAPTURED
D0002866,C011439,C011439_O0002,2025-01-01T14:47:35.119472+00:00,679,1,1,0,1.0,0,1,0,0,1,1,0,1,43606,0.7512188399055938,UPI,AUTHENTICATION_FAILURE,1,0.9864882035878254,1,1,NO_ACTION,NO_ACTION,,,0.6811190458341649,0,2,FAILED
D0002867,C011443,C011443_O0002,2025-08-18T13:34:31.966487+00:00,441,1,1,0,1.0,1,0,0,0,1,0,1,1,206071,0.8014023598223522,UPI,INSUFFICIENT_FUNDS,1,0.8915981734746568,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.2520062417644966,1,2,CAPTURED
D0002868,C011445,C011445_O0019,2025-09-30T03:58:06.303066+00:00,622,18,18,0,1.0,14,4,0,0,1,1,1,1,195731,0.8318253485930907,UPI,ISSUER_DECLINED,1,0.9495131985482828,1,1,SWITCH_CREDIT_CARD,SWITCH_METHOD,CREDIT_CARD,,0.14004943858469188,1,2,CAPTURED
D0002869,C011445,C011445_O0029,2026-05-26T05:37:39.756503+00:00,622,28,28,0,1.0,22,4,0,2,1,1,1,1,174269,0.7406152917727356,UPI,AUTHENTICATION_FAILURE,1,0.9170154186467268,1,1,OFFER_10,APPROVED_OFFER,,10.0,0.06325024367837632,0,1,FAILED
D0002870,C011455,C011455_O0005,2026-06-18T03:25:49.733934+00:00,302,4,4,0,1.0,3,0,0,1,1,0,1,1,160496,0.9769126356603303,UPI,ISSUER_DECLINED,1,0.9718564046877455,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.1306234615866132,1,3,CAPTURED
D0002871,C011464,C011464_O0004,2026-06-09T07:01:14.324450+00:00,224,3,3,0,1.0,2,1,0,0,1,1,1,1,152882,0.9195135447240533,CREDIT_CARD,ISSUER_DECLINED,1,0.8950173072120036,1,1,NO_ACTION,NO_ACTION,,,0.41538120809799806,0,2,FAILED
D0002872,C011472,C011472_O0008,2025-11-06T05:07:01.807859+00:00,523,7,7,0,1.0,5,1,0,1,1,1,0,1,175610,1.2708877615267153,CREDIT_CARD,USER_CANCELLED,1,0.8728510826488629,1,1,OFFER_5,APPROVED_OFFER,,5.0,0.14301746351873312,1,2,CAPTURED
D0002873,C011475,C011475_O0001,2025-10-08T17:09:19.689548+00:00,344,0,0,0,0.0,0,0,0,0,1,0,1,1,142449,1.1346539858535654,UPI,AUTHENTICATION_FAILURE,1,0.9029097403067136,1,1,OFFER_10,APPROVED_OFFER,,10.0,0.06910220841051729,1,2,CAPTURED
D0002874,C011475,C011475_O0002,2025-11-29T22:17:54.424017+00:00,344,1,1,0,1.0,1,0,0,0,1,0,1,1,146518,1.1670649334098004,UPI,INSUFFICIENT_FUNDS,1,0.872799262452167,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.2520062417644966,0,1,FAILED
D0002875,C011479,C011479_O0001,2026-05-14T10:11:30.349891+00:00,123,0,0,0,0.0,0,0,0,0,1,1,0,1,169661,1.3220062959730707,UPI,ISSUER_DECLINED,1,0.9788963022478027,1,0,NO_ACTION,NO_ACTION,,,0.2816938606902371,0,1,FAILED
D0002876,C011482,C011482_O0004,2025-09-10T19:11:22.491271+00:00,490,3,3,0,1.0,2,0,0,1,1,1,1,1,274127,1.1772635719838007,CREDIT_CARD,INSTRUMENT_UNAVAILABLE,1,0.599497592888014,1,1,SWITCH_UPI,SWITCH_METHOD,UPI,,0.2700994393779515,1,2,CAPTURED
D0002877,C011501,C011501_O0001,2026-07-06T03:40:05.890256+00:00,149,0,0,0,0.0,0,0,0,0,1,0,0,1,75844,0.6131830639749695,UPI,USER_CANCELLED,1,0.9150033928370018,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.17819233968337292,1,2,CAPTURED
D0002878,C011502,C011502_O0001,2025-06-28T17:17:00.749744+00:00,624,0,0,0,0.0,0,0,0,0,1,1,1,1,263691,1.6463503717994343,CREDIT_CARD,TECHNICAL_FAILURE,1,0.9050299246711653,1,1,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.2080683006279225,1,2,CAPTURED
D0002879,C011502,C011502_O0003,2025-12-05T23:35:20.767814+00:00,624,2,2,0,1.0,0,1,1,0,1,1,1,1,165065,1.0305805815180404,CREDIT_CARD,USER_CANCELLED,1,0.9542396295487987,1,1,NO_ACTION,NO_ACTION,,,0.4179296771566472,1,2,CAPTURED
D0002880,C011504,C011504_O0007,2025-06-13T09:04:37.813748+00:00,917,6,6,0,1.0,6,0,0,0,1,0,1,1,240031,1.0326223499449338,NETBANKING,AUTHENTICATION_FAILURE,1,0.7521799682013646,1,1,NO_ACTION,NO_ACTION,,,0.6811190458341649,1,2,CAPTURED
D0002881,C011504,C011504_O0008,2025-10-09T13:11:09.017320+00:00,917,7,7,0,1.0,6,0,0,1,1,0,1,1,249433,1.0730701060022025,UPI,AUTHENTICATION_FAILURE,1,0.9839245319061904,1,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.08097714387156882,0,1,FAILED
D0002882,C011504,C011504_O0010,2026-01-25T00:16:28.920931+00:00,917,9,8,1,0.8888888888888888,7,0,1,1,1,0,1,1,139239,0.5990113917951542,UPI,TECHNICAL_FAILURE,1,1.0,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.25847797596705363,1,2,CAPTURED
D0002883,C011508,C011508_O0001,2026-07-05T19:03:07.000769+00:00,345,0,0,0,0.0,0,0,0,0,1,0,1,0,258745,1.163092289504322,UPI,USER_CANCELLED,1,0.8237826467589506,1,1,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.18313660882288926,1,2,CAPTURED
D0002884,C011511,C011511_O0001,2026-03-19T06:52:03.638721+00:00,189,0,0,0,0.0,0,0,0,0,1,0,1,1,205008,0.8521016995648216,UPI,AUTHENTICATION_FAILURE,1,1.0,1,0,NO_ACTION,NO_ACTION,,,0.5061740164244046,1,2,CAPTURED
D0002885,C011518,C011518_O0001,2025-05-25T06:32:06.883990+00:00,479,0,0,0,0.0,0,0,0,0,1,0,1,1,225025,0.9655653293284703,UPI,ISSUER_DECLINED,1,0.9536833703150108,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.1512271066393178,1,5,CAPTURED
D0002886,C011520,C011520_O0001,2025-05-16T17:45:17.367477+00:00,507,0,0,0,0.0,0,0,0,0,1,1,1,1,75086,1.2663125052702588,NETBANKING,ISSUER_DECLINED,1,0.9395448521534832,1,0,OFFER_5,APPROVED_OFFER,,5.0,0.12664645105504987,0,1,FAILED
D0002887,C011531,C011531_O0009,2026-05-02T15:08:59.301802+00:00,489,8,8,0,1.0,7,0,1,0,1,0,1,1,406460,1.0324838952224187,DEBIT_CARD,USER_CANCELLED,1,0.9937569823861369,1,1,SWITCH_UPI,SWITCH_METHOD,UPI,,0.18356286895938145,1,3,CAPTURED
D0002888,C011533,C011533_O0004,2025-12-13T18:40:53.995930+00:00,491,3,3,0,1.0,3,0,0,0,1,1,1,1,482702,1.0529160659013226,DEBIT_CARD,ISSUER_DECLINED,1,0.8953381697596645,1,1,OFFER_10,APPROVED_OFFER,,10.0,0.07814272636861946,1,2,CAPTURED
D0002889,C011535,C011535_O0004,2025-01-25T16:54:29.931435+00:00,874,3,3,0,1.0,0,2,1,0,1,1,1,1,518980,1.559678795965716,UPI,AUTHENTICATION_FAILURE,1,0.9820085122276208,1,0,NO_ACTION,NO_ACTION,,,0.3665750505340109,1,2,CAPTURED
D0002890,C011535,C011535_O0006,2025-03-12T23:00:50.227766+00:00,874,5,5,0,1.0,1,3,1,0,1,1,1,1,476599,1.4323121401180472,CREDIT_CARD,INSUFFICIENT_FUNDS,1,0.7575009604211849,1,1,SWITCH_UPI,SWITCH_METHOD,UPI,,0.21387755768884453,0,1,FAILED
D0002891,C011535,C011535_O0010,2026-01-16T07:06:58.127731+00:00,874,9,8,1,0.8888888888888888,4,4,1,0,1,1,1,1,326216,0.9803695288927357,UPI,AUTHENTICATION_FAILURE,1,1.0,1,1,OFFER_10,APPROVED_OFFER,,10.0,0.0629155163300871,1,2,CAPTURED
D0002892,C011535,C011535_O0013,2026-08-05T10:01:20.456495+00:00,874,12,11,1,0.9166666666666666,5,6,1,0,1,1,1,1,443088,1.3316022936276102,DEBIT_CARD,ISSUER_DECLINED,1,1.0,1,1,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.11984668426626228,1,2,CAPTURED
D0002893,C011536,C011536_O0004,2026-03-22T07:01:23.062986+00:00,541,3,3,0,1.0,2,1,0,0,1,1,1,1,79007,1.4244735323813644,UPI,INSUFFICIENT_FUNDS,1,0.9891190735982219,1,1,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.20448435764454162,1,2,CAPTURED
D0002894,C011539,C011539_O0006,2025-03-05T17:02:30.487064+00:00,676,5,5,0,1.0,4,0,1,0,1,0,1,0,153339,0.9595321827716106,UPI,AUTHENTICATION_FAILURE,1,0.8812161815609183,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.088255482233939,0,2,FAILED
D0002895,C011539,C011539_O0010,2025-10-04T21:01:21.811368+00:00,676,9,8,1,0.8888888888888888,7,0,2,0,1,0,1,0,199451,1.2480820494850005,DEBIT_CARD,ISSUER_DECLINED,1,0.9573220290968489,1,1,NO_ACTION,NO_ACTION,,,0.5580030525475522,1,2,CAPTURED
D0002896,C011539,C011539_O0011,2025-11-01T20:39:49.942322+00:00,676,10,9,1,0.9,7,0,3,0,1,0,1,0,202884,1.2695643467704592,UPI,INSUFFICIENT_FUNDS,1,0.78854472623184,1,1,NO_ACTION,NO_ACTION,,,0.3829456907975925,1,2,CAPTURED
D0002897,C011543,C011543_O0014,2026-05-31T01:38:36.538803+00:00,487,13,13,0,1.0,8,5,0,0,1,1,1,0,107850,1.3566208379979623,CREDIT_CARD,ISSUER_DECLINED,1,0.4353094783019145,1,1,NO_ACTION,NO_ACTION,,,0.38072374483596105,0,1,FAILED
D0002898,C011544,C011544_O0006,2025-10-03T09:22:57.327867+00:00,656,5,5,0,1.0,2,3,0,0,1,1,1,0,122935,0.7166967877339241,UPI,AUTHENTICATION_FAILURE,1,0.9553678669746524,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.07681313021487574,1,2,CAPTURED
D0002899,C011555,C011555_O0002,2026-07-17T14:33:23.185391+00:00,388,1,1,0,1.0,1,0,0,0,1,1,1,1,312530,1.1584753333308622,UPI,AUTHENTICATION_FAILURE,1,0.8717910663790764,1,1,NO_ACTION,NO_ACTION,,,0.6470622390838089,1,2,CAPTURED
D0002900,C011556,C011556_O0002,2025-10-04T01:48:51.106552+00:00,653,1,1,0,1.0,1,0,0,0,1,0,1,1,98317,0.9005532452781798,UPI,USER_CANCELLED,1,0.9204922174348434,1,1,NO_ACTION,NO_ACTION,,,0.4902688166032859,1,2,CAPTURED
D0002901,C011557,C011557_O0001,2025-08-08T05:30:11.571713+00:00,556,0,0,0,0.0,0,0,0,0,1,1,1,1,216132,1.4131169620849053,NETBANKING,TECHNICAL_FAILURE,1,0.8968624268924923,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.20575321256921333,1,2,CAPTURED
D0002902,C011562,C011562_O0004,2025-12-14T12:46:11.046236+00:00,548,3,3,0,1.0,1,0,1,1,1,1,1,1,52117,0.8777008706781859,CREDIT_CARD,AUTHENTICATION_FAILURE,1,0.9880066414240327,1,1,NO_ACTION,NO_ACTION,,,0.636030921553581,1,4,CAPTURED
D0002903,C011563,C011563_O0004,2026-04-28T18:33:19.083016+00:00,251,3,3,0,1.0,2,0,0,1,1,0,0,1,135916,0.9951165225540514,UPI,AUTHENTICATION_FAILURE,1,0.8410863448765401,1,1,NO_ACTION,NO_ACTION,,,0.7457939202973566,1,2,CAPTURED
D0002904,C011567,C011567_O0001,2025-11-05T22:45:34.571987+00:00,310,0,0,0,0.0,0,0,0,0,1,1,1,1,71862,0.8035648391461383,NETBANKING,USER_CANCELLED,1,0.9714628272740318,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.13135354253275247,1,2,CAPTURED
D0002905,C011571,C011571_O0002,2026-07-21T17:55:23.444441+00:00,79,1,1,0,1.0,1,0,0,0,1,0,1,1,63343,0.9095647678809896,UPI,AUTHENTICATION_FAILURE,1,0.9284734813608103,0,0,NO_ACTION,NO_ACTION,,,0.6011464498331412,0,1,FAILED
D0002906,C011575,C011575_O0002,2026-04-29T04:25:56.084526+00:00,176,1,1,0,1.0,1,0,0,0,1,1,1,1,99309,1.4094379789951745,UPI,INSUFFICIENT_FUNDS,1,0.8630857835501994,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.19216138738054878,0,1,FAILED
D0002907,C011576,C011576_O0003,2026-06-10T02:28:25.745750+00:00,132,2,2,0,1.0,1,0,0,1,1,0,1,1,527498,1.7143590710251093,UPI,INSUFFICIENT_FUNDS,1,0.8718116423449519,1,1,OFFER_5,APPROVED_OFFER,,5.0,0.09547243126718302,0,3,FAILED
D0002908,C011578,C011578_O0004,2025-12-06T09:48:33.783752+00:00,466,3,3,0,1.0,3,0,0,0,1,1,1,1,221804,0.8365795151094549,CREDIT_CARD,INSTRUMENT_UNAVAILABLE,1,1.0,1,1,SWITCH_UPI,SWITCH_METHOD,UPI,,0.26223187154038125,0,1,FAILED
D0002909,C011578,C011578_O0007,2026-06-06T04:36:42.064383+00:00,466,6,5,1,0.8333333333333334,5,1,0,0,1,1,1,1,237145,0.8944412594481239,UPI,INSUFFICIENT_FUNDS,1,0.9691478912780197,1,0,SWITCH_NETBANKING,SWITCH_METHOD,NETBANKING,,0.2023308303702222,0,2,FAILED
D0002910,C011580,C011580_O0001,2026-07-19T03:26:54.738953+00:00,139,0,0,0,0.0,0,0,0,0,1,0,1,1,83490,1.915083952656207,UPI,TECHNICAL_FAILURE,1,0.975066783393418,1,0,NO_ACTION,NO_ACTION,,,0.18096789961584736,0,1,FAILED
D0002911,C011586,C011586_O0011,2026-02-16T02:07:29.828106+00:00,405,10,10,0,1.0,9,0,1,0,1,0,1,1,224592,1.2324171271476154,UPI,USER_CANCELLED,1,0.9591066349949092,1,0,OFFER_5,APPROVED_OFFER,,5.0,0.09072238006717144,0,1,FAILED
D0002912,C011587,C011587_O0001,2025-06-26T08:51:39.705746+00:00,496,0,0,0,0.0,0,0,0,0,1,0,1,1,58190,1.1593943016537158,UPI,TECHNICAL_FAILURE,1,1.0,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.27614392971938817,1,2,CAPTURED
D0002913,C011587,C011587_O0010,2026-03-25T01:37:31.946138+00:00,496,9,9,0,1.0,9,0,0,0,1,0,1,1,53506,1.0660689380354653,UPI,TECHNICAL_FAILURE,1,1.0,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.2520062417644966,1,2,CAPTURED
D0002914,C011592,C011592_O0013,2026-08-25T09:36:15.617530+00:00,373,12,12,0,1.0,6,2,1,3,1,1,1,1,360152,1.0063063188924126,DEBIT_CARD,USER_CANCELLED,1,0.9692775144096433,1,0,NO_ACTION,NO_ACTION,,,0.23200042187656322,1,2,CAPTURED
D0002915,C011593,C011593_O0002,2026-04-07T06:58:41.938401+00:00,167,1,1,0,1.0,1,0,0,0,1,0,1,1,243378,0.8216150888363002,UPI,TECHNICAL_FAILURE,1,1.0,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.2520062417644966,1,2,CAPTURED
D0002916,C011603,C011603_O0002,2025-07-06T03:05:26.949556+00:00,519,1,1,0,1.0,0,0,1,0,1,1,1,1,50256,0.9441647253325317,UPI,INSUFFICIENT_FUNDS,1,0.7723565811348531,1,1,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.26223187154038125,1,2,CAPTURED
D0002917,C011607,C011607_O0001,2026-01-22T10:24:51.127705+00:00,226,0,0,0,0.0,0,0,0,0,1,0,1,1,35967,0.8676573468747738,UPI,ISSUER_DECLINED,1,0.9499185611023886,1,1,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.15465418772283265,1,2,CAPTURED
D0002918,C011611,C011611_O0003,2026-04-22T02:53:37.588158+00:00,337,2,2,0,1.0,2,0,0,0,1,0,1,1,151310,0.9918390088820426,UPI,USER_CANCELLED,1,0.9369865838741767,1,1,NO_ACTION,NO_ACTION,,,0.4902688166032859,1,3,CAPTURED
D0002919,C011612,C011612_O0002,2025-07-17T09:27:54.210189+00:00,486,1,1,0,1.0,1,0,0,0,1,0,1,1,182355,1.0228573031186896,UPI,USER_CANCELLED,1,0.8305569594699507,1,0,SWITCH_DEBIT_CARD,SWITCH_METHOD,DEBIT_CARD,,0.13164723117476862,0,1,FAILED
D0002920,C011612,C011612_O0012,2026-08-01T04:54:46.574232+00:00,486,11,10,1,0.9090909090909091,10,0,1,0,1,0,1,1,261695,1.4678875925510433,UPI,USER_CANCELLED,1,0.9418129611897027,1,1,OFFER_5,APPROVED_OFFER,,5.0,0.14682400410639926,0,1,FAILED
